student_id,track,grade_level,academic_year,semester,gender,curriculum_relevance_rating,learning_pace_appropriateness,individual_support_availability,learning_style_accommodation,teaching_quality_rating,learning_environment_rating,peer_interaction_satisfaction,extracurricular_satisfaction,academic_progress_rating,skill_development_rating,critical_thinking_improvement,problem_solving_confidence,physical_safety_rating,psychological_safety_rating,bullying_prevention_effectiveness,emergency_preparedness_rating,mental_health_support_rating,stress_management_support,physical_health_support,overall_wellbeing_rating,overall_satisfaction,positive_aspects,improvement_suggestions,additional_comments,consent_given,ip_address,attendance_rate,grade_average,participation_score,extracurricular_hours,counseling_sessions,created_at,updated_at,learner_needs_index,satisfaction_score,success_index,safety_index,wellbeing_index
CSS-4196,CSS,12,2025-2026,1st Semester,Female,3,3,3,4,3,4,4,3,3,4,3,4,4,4,4,4,3,4,4,3,4,Satisfactory learning environment,"Some good points, some areas for improvement",The curriculum could be more relevant to real-world applications,True,192.168.209.99,85.15,2.57,3,17,2,2025-06-06T15:10:03.956706,2025-06-06T15:10:03.956706,3.25,3.5,3.5,4.0,3.5
CSS-1505,CSS,12,2025-2026,1st Semester,Male,4,4,3,4,3,4,3,3,3,4,3,4,4,4,4,4,3,3,3,3,4,Satisfactory learning environment,The program meets basic expectations,Satisfactory learning environment,True,192.168.204.195,87.92,2.7,3,7,1,2025-10-16T15:10:03.956706,2025-10-16T15:10:03.956706,3.75,3.25,3.5,4.0,3.0
CSS-2854,CSS,12,2025-2026,2nd Semester,Female,4,4,3,4,4,3,3,4,4,3,3,3,4,4,4,4,4,4,3,3,4,The program meets basic expectations,Satisfactory learning environment,Learning pace is okay but could be better,True,192.168.147.30,90.27,2.44,3,8,2,2025-05-10T15:10:03.956706,2025-05-10T15:10:03.956706,3.75,3.5,3.25,4.0,3.5
CSS-5055,CSS,11,2025-2026,2nd Semester,Male,4,3,4,4,4,4,4,3,4,3,3,3,4,4,4,4,4,3,4,3,4,The curriculum could be more relevant to real-world applications,The program meets basic expectations,The program meets basic expectations,True,192.168.77.224,83.49,2.43,3,1,1,2025-08-03T15:10:03.956706,2025-08-03T15:10:03.956706,3.75,3.75,3.25,4.0,3.5
CSS-6744,CSS,11,2025-2026,1st Semester,Female,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,Some improvements needed in teaching methods,The program meets basic expectations,Some improvements needed in teaching methods,True,192.168.221.182,83.98,2.64,3,19,2,2025-07-08T15:10:03.956706,2025-07-08T15:10:03.956706,3.5,3.75,4.0,4.0,3.75
CSS-9827,CSS,11,2025-2026,2nd Semester,Female,4,3,3,4,4,3,4,3,3,3,3,3,4,4,4,4,4,3,3,4,4,Learning pace is okay but could be better,It's fine but could be more engaging,Average experience overall,True,192.168.44.83,89.33,2.17,3,9,1,2025-08-19T15:10:03.956706,2025-08-19T15:10:03.956706,3.5,3.5,3.0,4.0,3.5
CSS-3078,CSS,12,2025-2026,1st Semester,Prefer not to say,4,4,3,4,3,4,4,3,4,3,4,4,4,4,4,4,3,3,4,4,4,The program meets basic expectations,Some areas need improvement,Learning pace is okay but could be better,True,192.168.180.222,80.26,2.44,3,4,0,2025-09-25T15:10:03.956706,2025-09-25T15:10:03.956706,3.75,3.5,3.75,4.0,3.5
CSS-7146,CSS,11,2025-2026,2nd Semester,Female,2,3,3,2,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,Satisfactory learning environment,Feel overwhelmed and unsupported,Resources and facilities need upgrading,True,192.168.116.20,75.61,1.73,3,20,0,2025-06-08T15:10:03.956706,2025-06-08T15:10:03.956706,2.5,3.0,2.5,3.0,3.0
CSS-2526,CSS,12,2025-2026,2nd Semester,Female,3,3,4,4,3,4,3,3,4,4,4,3,4,4,4,4,4,4,3,4,4,Resources are adequate but not exceptional,Satisfactory learning environment,Satisfactory learning environment,True,192.168.188.249,82.84,2.68,3,14,2,2025-08-13T15:10:03.956706,2025-08-13T15:10:03.956706,3.5,3.25,3.75,4.0,3.75
CSS-9105,CSS,11,2025-2026,2nd Semester,Female,3,3,3,2,2,3,3,2,3,3,2,3,3,4,4,3,2,3,3,3,3,Satisfactory learning environment,Not satisfied with the learning environment,Feel overwhelmed and unsupported,True,192.168.69.83,71.89,1.73,2,9,2,2025-10-19T15:10:03.956706,2025-10-19T15:10:03.956706,2.75,2.5,2.75,3.5,2.75
CSS-8529,CSS,11,2025-2026,1st Semester,Male,4,4,4,4,3,4,3,3,3,4,3,4,4,4,4,4,4,4,4,3,4,"Some good points, some areas for improvement",The program meets basic expectations,Some areas need improvement,True,192.168.5.32,84.25,2.55,3,5,1,2025-09-19T15:10:03.956706,2025-09-19T15:10:03.956706,4.0,3.25,3.5,4.0,3.75
CSS-5489,CSS,12,2025-2026,1st Semester,Female,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,Excellent facilities and resources available,Some improvements needed in teaching methods,Great learning environment and helpful instructors,True,192.168.24.168,95.06,3.18,4,11,1,2025-08-26T15:10:03.956706,2025-08-26T15:10:03.956706,4.0,4.0,4.0,4.5,4.0
CSS-2494,CSS,12,2025-2026,1st Semester,Male,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,3,3,4,Learning pace is okay but could be better,Some areas need improvement,It's fine but could be more engaging,True,192.168.181.25,84.94,2.85,3,0,0,2025-05-23T15:10:03.956706,2025-05-23T15:10:03.956706,4.0,3.75,3.75,3.75,3.5
CSS-6629,CSS,12,2025-2026,1st Semester,Male,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,Good balance between theory and practical work,Some improvements needed in teaching methods,Very satisfied with the overall learning experience,True,192.168.210.31,87.52,3.27,4,13,2,2025-09-01T15:10:03.956706,2025-09-01T15:10:03.956706,4.0,4.0,4.0,4.25,4.0
CSS-5902,CSS,11,2025-2026,1st Semester,Male,3,3,4,4,3,4,3,3,4,4,4,3,4,4,4,4,3,4,4,3,4,Average experience overall,The program meets basic expectations,Some improvements needed in teaching methods,True,192.168.36.98,79.63,2.5,3,4,2,2025-06-04T15:10:03.956706,2025-06-04T15:10:03.956706,3.5,3.25,3.75,4.0,3.5
CSS-4490,CSS,11,2025-2026,2nd Semester,Male,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,4,4,4,4,4,Very satisfied with the overall learning experience,Resources are adequate but not exceptional,The teaching quality is excellent and very engaging,True,192.168.161.192,93.76,3.29,4,4,1,2025-10-22T15:10:03.956706,2025-10-22T15:10:03.956706,4.0,4.0,4.0,4.75,4.0
CSS-7291,CSS,11,2025-2026,1st Semester,Female,3,2,2,3,3,3,3,3,3,2,3,3,3,3,3,4,2,3,2,3,3,Satisfactory learning environment,The learning pace is too fast for me,The learning pace is too fast for me,True,192.168.90.247,76.51,1.84,2,13,2,2025-10-06T15:10:03.956706,2025-10-06T15:10:03.956706,2.5,3.0,2.75,3.25,2.5
CSS-5942,CSS,12,2025-2026,1st Semester,Female,4,3,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,3,3,3,4,Some improvements needed in teaching methods,It's fine but could be more engaging,The program meets basic expectations,True,192.168.53.133,85.9,2.33,3,19,2,2025-06-06T15:10:03.956706,2025-06-06T15:10:03.956706,3.5,3.75,3.5,4.0,3.25
CSS-9185,CSS,12,2025-2026,2nd Semester,Male,2,3,2,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,2,2,3,The program meets basic expectations,Need more individual support and attention,Curriculum feels outdated and irrelevant,True,192.168.164.153,80.93,1.7,2,2,4,2025-06-19T15:10:03.956706,2025-06-19T15:10:03.956706,2.5,2.75,2.75,3.0,2.5
CSS-3830,CSS,12,2025-2026,2nd Semester,Female,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,Love the hands-on learning approach,Some improvements needed in teaching methods,Excellent facilities and resources available,True,192.168.196.121,100.0,3.72,4,2,0,2025-05-05T15:10:03.956706,2025-05-05T15:10:03.956706,5.0,5.0,4.75,5.0,5.0
CSS-9209,CSS,11,2025-2026,2nd Semester,Female,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,Teachers are very supportive and understanding,Some improvements needed in teaching methods,The teaching quality is excellent and very engaging,True,192.168.197.107,94.21,3.28,4,13,2,2025-09-29T15:10:03.956706,2025-09-29T15:10:03.956706,4.0,4.0,4.0,4.5,4.0
CSS-2294,CSS,11,2025-2026,2nd Semester,Male,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,Very satisfied with the overall learning experience,Resources are adequate but not exceptional,Good balance between theory and practical work,True,192.168.131.236,92.03,3.27,4,6,0,2025-08-12T15:10:03.956706,2025-08-12T15:10:03.956706,4.0,4.0,4.0,4.5,4.0
CSS-2412,CSS,12,2025-2026,1st Semester,Male,4,4,3,3,3,3,4,3,3,3,4,4,4,4,4,4,3,3,3,3,4,"Some good points, some areas for improvement",Some areas need improvement,Resources are adequate but not exceptional,True,192.168.237.112,84.81,2.67,3,3,1,2025-09-16T15:10:03.956706,2025-09-16T15:10:03.956706,3.5,3.25,3.5,4.0,3.0
CSS-3684,CSS,11,2025-2026,1st Semester,Female,4,3,4,4,3,3,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,Resources are adequate but not exceptional,It's fine but could be more engaging,Some improvements needed in teaching methods,True,192.168.128.244,82.42,2.46,3,11,2,2025-10-05T15:10:03.956706,2025-10-05T15:10:03.956706,3.75,3.25,3.75,4.0,3.75
CSS-5403,CSS,12,2025-2026,1st Semester,Female,2,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,"Some good points, some areas for improvement",Limited support for struggling students,Not enough practical hands-on experience,True,192.168.188.227,76.48,2.21,2,3,0,2025-09-11T15:10:03.956706,2025-09-11T15:10:03.956706,2.25,2.75,3.0,3.0,2.75
CSS-9368,CSS,12,2025-2026,1st Semester,Female,3,2,3,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,The program meets basic expectations,Not satisfied with the learning environment,The learning pace is too fast for me,True,192.168.93.15,78.66,2.02,2,15,4,2025-07-26T15:10:03.956706,2025-07-26T15:10:03.956706,2.75,2.5,2.75,3.0,3.0
CSS-1042,CSS,11,2025-2026,1st Semester,Female,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,4,3,4,3,4,Resources are adequate but not exceptional,Some areas need improvement,"Some good points, some areas for improvement",True,192.168.12.220,81.15,2.56,3,0,0,2025-06-13T15:10:03.956706,2025-06-13T15:10:03.956706,4.0,3.5,3.75,4.0,3.5
CSS-5067,CSS,11,2025-2026,2nd Semester,Male,4,3,4,3,4,4,3,4,3,4,3,4,4,4,4,4,4,4,3,3,4,It's fine but could be more engaging,It's fine but could be more engaging,Learning pace is okay but could be better,True,192.168.107.235,83.98,2.67,3,10,1,2025-05-13T15:10:03.956706,2025-05-13T15:10:03.956706,3.5,3.75,3.5,4.0,3.5
CSS-1752,CSS,11,2025-2026,1st Semester,Female,4,4,3,3,3,3,3,3,4,4,3,3,3,4,4,4,3,4,4,3,4,Some improvements needed in teaching methods,"Some good points, some areas for improvement",The curriculum could be more relevant to real-world applications,True,192.168.245.103,83.48,2.55,3,2,1,2025-05-21T15:10:03.956706,2025-05-21T15:10:03.956706,3.5,3.0,3.5,3.75,3.5
CSS-5777,CSS,12,2025-2026,1st Semester,Male,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,2,2,3,The program meets basic expectations,Teaching methods need significant improvement,The learning pace is too fast for me,True,192.168.145.201,80.13,2.06,2,9,5,2025-07-13T15:10:03.956706,2025-07-13T15:10:03.956706,3.0,3.0,2.75,3.0,2.25
CSS-7718,CSS,11,2025-2026,1st Semester,Male,3,4,3,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,Some areas need improvement,"Some good points, some areas for improvement",Satisfactory learning environment,True,192.168.7.60,82.22,2.6,3,17,1,2025-10-08T15:10:03.956706,2025-10-08T15:10:03.956706,3.25,3.75,3.75,4.0,3.75
CSS-9680,CSS,12,2025-2026,2nd Semester,Male,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,Satisfactory learning environment,Teaching methods need significant improvement,Need more individual support and attention,True,192.168.252.61,75.66,1.91,2,13,3,2025-10-11T15:10:03.956706,2025-10-11T15:10:03.956706,2.5,2.75,3.0,3.0,2.75
CSS-9515,CSS,11,2025-2026,1st Semester,Female,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,Great learning environment and helpful instructors,Learning pace is okay but could be better,I feel supported in my learning journey,True,192.168.106.180,97.06,3.83,4,11,1,2025-05-17T15:10:03.956706,2025-05-17T15:10:03.956706,4.75,5.0,5.0,5.0,4.75
CSS-3141,CSS,11,2025-2026,1st Semester,Male,4,4,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,3,3,3,4,The program meets basic expectations,It's fine but could be more engaging,It's fine but could be more engaging,True,192.168.61.75,90.24,2.5,3,8,1,2025-05-23T15:10:03.956706,2025-05-23T15:10:03.956706,3.75,4.0,3.5,4.0,3.25
CSS-4321,CSS,12,2025-2026,2nd Semester,Male,3,3,2,3,3,3,3,3,3,3,2,2,3,3,3,3,2,3,3,3,3,"Some good points, some areas for improvement",Teaching methods need significant improvement,Teaching methods need significant improvement,True,192.168.35.200,78.39,1.66,2,18,0,2025-08-10T15:10:03.956706,2025-08-10T15:10:03.956706,2.75,3.0,2.5,3.0,2.75
CSS-4401,CSS,12,2025-2026,1st Semester,Female,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,The school provides great support services,Average experience overall,Love the hands-on learning approach,True,192.168.116.79,93.84,3.22,4,14,1,2025-06-10T15:10:03.956706,2025-06-10T15:10:03.956706,4.0,4.0,4.0,4.5,4.0
CSS-5066,CSS,11,2025-2026,2nd Semester,Male,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,Teachers are very supportive and understanding,Resources are adequate but not exceptional,The teaching quality is excellent and very engaging,True,192.168.248.92,96.77,3.06,4,12,2,2025-06-01T15:10:03.956706,2025-06-01T15:10:03.956706,4.0,4.0,4.0,4.25,4.0
CSS-5093,CSS,12,2025-2026,2nd Semester,Female,2,3,3,2,3,3,3,3,3,3,2,2,3,3,3,3,2,3,2,3,3,The program meets basic expectations,Not enough practical hands-on experience,Need more individual support and attention,True,192.168.25.119,77.24,1.52,2,3,1,2025-05-14T15:10:03.956706,2025-05-14T15:10:03.956706,2.5,3.0,2.5,3.0,2.5
CSS-2376,CSS,12,2025-2026,2nd Semester,Female,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,The curriculum is relevant and well-structured,Some improvements needed in teaching methods,The curriculum is relevant and well-structured,True,192.168.150.151,93.28,3.37,4,8,0,2025-06-02T15:10:03.956706,2025-06-02T15:10:03.956706,4.0,4.0,4.0,4.0,4.0
CSS-8552,CSS,11,2025-2026,2nd Semester,Male,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,The curriculum is relevant and well-structured,Average experience overall,Great learning environment and helpful instructors,True,192.168.13.44,96.77,3.45,4,18,1,2025-05-07T15:10:03.956706,2025-05-07T15:10:03.956706,5.0,5.0,4.75,5.0,4.75
CSS-5505,CSS,12,2025-2026,1st Semester,Other,3,3,3,4,4,3,3,3,3,4,4,3,4,4,4,4,4,4,3,4,4,It's fine but could be more engaging,The program meets basic expectations,Learning pace is okay but could be better,True,192.168.72.115,88.61,2.5,3,4,0,2025-08-11T15:10:03.956706,2025-08-11T15:10:03.956706,3.25,3.25,3.5,4.0,3.75
CSS-5583,CSS,12,2025-2026,2nd Semester,Male,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,Average experience overall,Satisfactory learning environment,Satisfactory learning environment,True,192.168.99.36,86.0,2.67,3,13,0,2025-10-06T15:10:03.956706,2025-10-06T15:10:03.956706,3.75,3.75,4.0,4.0,3.25
CSS-6883,CSS,11,2025-2026,2nd Semester,Female,2,3,2,2,3,2,3,3,2,3,2,2,3,2,3,2,2,2,2,2,2,"Some good points, some areas for improvement",Curriculum feels outdated and irrelevant,Not satisfied with the learning environment,True,192.168.123.140,73.65,1.29,2,15,2,2025-10-13T15:10:03.956706,2025-10-13T15:10:03.956706,2.25,2.75,2.25,2.5,2.0
CSS-1480,CSS,11,2025-2026,2nd Semester,Female,4,4,4,4,3,4,4,3,4,4,3,3,4,4,4,4,3,3,4,3,4,It's fine but could be more engaging,Satisfactory learning environment,Learning pace is okay but could be better,True,192.168.230.208,88.08,2.48,3,8,0,2025-09-23T15:10:03.956706,2025-09-23T15:10:03.956706,4.0,3.5,3.5,4.0,3.25
CSS-5366,CSS,11,2025-2026,1st Semester,Female,4,3,3,3,3,4,4,3,4,4,3,3,4,4,4,4,3,4,4,4,4,"Some good points, some areas for improvement",It's fine but could be more engaging,Learning pace is okay but could be better,True,192.168.137.209,83.84,2.28,3,1,0,2025-08-30T15:10:03.956706,2025-08-30T15:10:03.956706,3.25,3.5,3.5,4.0,3.75
CSS-6878,CSS,11,2025-2026,1st Semester,Female,3,3,3,2,2,3,3,3,2,3,2,2,3,3,3,3,3,3,3,2,3,The program meets basic expectations,Teaching methods need significant improvement,Not enough practical hands-on experience,True,192.168.234.152,74.99,1.79,2,0,5,2025-09-26T15:10:03.956706,2025-09-26T15:10:03.956706,2.75,2.75,2.25,3.0,2.75
CSS-3876,CSS,11,2025-2026,2nd Semester,Female,4,3,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,"Some good points, some areas for improvement","Some good points, some areas for improvement",Learning pace is okay but could be better,True,192.168.126.10,90.8,2.62,3,2,0,2025-10-28T15:10:03.956706,2025-10-28T15:10:03.956706,3.5,4.0,3.75,4.0,3.5
CSS-4300,CSS,11,2025-2026,2nd Semester,Other,4,4,3,3,4,4,4,4,4,4,3,3,4,4,4,4,3,4,3,3,4,The curriculum could be more relevant to real-world applications,"Some good points, some areas for improvement",Satisfactory learning environment,True,192.168.207.34,91.0,2.4,3,10,2,2025-06-30T15:10:03.956706,2025-06-30T15:10:03.956706,3.5,4.0,3.5,4.0,3.25
CSS-9622,CSS,11,2025-2026,1st Semester,Female,2,2,2,2,3,2,3,2,3,2,3,2,2,2,3,2,2,3,2,2,2,The program meets basic expectations,Need more individual support and attention,Need more individual support and attention,True,192.168.221.94,73.5,1.2,2,2,2,2025-06-16T15:10:03.956706,2025-06-16T15:10:03.956706,2.0,2.5,2.5,2.25,2.25
CSS-3580,CSS,12,2025-2026,2nd Semester,Male,3,2,3,2,2,2,2,2,3,3,2,2,3,3,3,2,3,2,2,2,2,The program meets basic expectations,Need better mental health support services,The learning pace is too fast for me,True,192.168.188.243,64.51,1.41,1,13,5,2025-10-29T15:10:03.956706,2025-10-29T15:10:03.956706,2.5,2.0,2.5,2.75,2.25
CSS-3872,CSS,12,2025-2026,1st Semester,Female,3,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,3,3,3,4,Learning pace is okay but could be better,"Some good points, some areas for improvement","Some good points, some areas for improvement",True,192.168.97.79,87.11,2.88,3,9,0,2025-09-03T15:10:03.956706,2025-09-03T15:10:03.956706,3.5,3.75,3.75,4.0,3.0
CSS-4619,CSS,11,2025-2026,1st Semester,Female,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,"Some good points, some areas for improvement",Need better mental health support services,Feel overwhelmed and unsupported,True,192.168.164.145,78.45,2.2,3,3,3,2025-06-16T15:10:03.956706,2025-06-16T15:10:03.956706,2.5,3.0,3.0,3.0,2.75
CSS-2453,CSS,12,2025-2026,1st Semester,Female,3,3,4,4,3,3,3,4,3,3,3,3,4,4,4,4,3,3,4,4,4,Some improvements needed in teaching methods,It's fine but could be more engaging,Some areas need improvement,True,192.168.211.182,88.9,2.32,3,20,2,2025-06-07T15:10:03.956706,2025-06-07T15:10:03.956706,3.5,3.25,3.0,4.0,3.5
CSS-2770,CSS,11,2025-2026,2nd Semester,Male,3,4,4,4,4,3,4,4,4,3,3,3,4,4,4,4,3,4,3,4,4,Resources are adequate but not exceptional,It's fine but could be more engaging,Average experience overall,True,192.168.185.1,86.05,2.56,3,1,1,2025-07-26T15:10:03.956706,2025-07-26T15:10:03.956706,3.75,3.75,3.25,4.0,3.5
CSS-2661,CSS,12,2025-2026,2nd Semester,Female,2,2,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,Satisfactory learning environment,Feel overwhelmed and unsupported,Resources and facilities need upgrading,True,192.168.213.123,73.58,2.08,2,18,5,2025-08-22T15:10:03.956706,2025-08-22T15:10:03.956706,2.25,2.75,2.75,3.0,3.0
CSS-2715,CSS,12,2025-2026,1st Semester,Male,3,3,4,4,3,3,3,4,3,3,4,4,4,4,4,3,3,4,3,4,4,Satisfactory learning environment,Some areas need improvement,The curriculum could be more relevant to real-world applications,True,192.168.19.88,87.45,2.38,3,5,1,2025-10-24T15:10:03.956706,2025-10-24T15:10:03.956706,3.5,3.25,3.5,3.75,3.5
CSS-3703,CSS,12,2025-2026,1st Semester,Male,3,3,3,3,2,3,3,3,2,2,3,3,3,3,3,3,2,2,2,3,3,"Some good points, some areas for improvement",The learning pace is too fast for me,Teaching methods need significant improvement,True,192.168.156.228,77.82,1.64,2,13,1,2025-06-12T15:10:03.956706,2025-06-12T15:10:03.956706,3.0,2.75,2.5,3.0,2.25
CSS-2571,CSS,12,2025-2026,2nd Semester,Male,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,The curriculum is relevant and well-structured,Some improvements needed in teaching methods,Excellent facilities and resources available,True,192.168.13.101,91.85,3.19,4,18,2,2025-05-15T15:10:03.956706,2025-05-15T15:10:03.956706,4.0,4.0,4.0,4.25,4.0
CSS-8869,CSS,11,2025-2026,2nd Semester,Female,3,4,4,4,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,3,4,Some areas need improvement,Some areas need improvement,It's fine but could be more engaging,True,192.168.52.25,83.86,2.73,3,0,0,2025-09-04T15:10:03.956706,2025-09-04T15:10:03.956706,3.75,3.5,3.75,4.0,3.75
CSS-5341,CSS,12,2025-2026,2nd Semester,Female,4,4,3,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,4,4,Some improvements needed in teaching methods,The program meets basic expectations,Some improvements needed in teaching methods,True,192.168.24.165,79.27,2.1,3,17,1,2025-06-14T15:10:03.956706,2025-06-14T15:10:03.956706,3.75,3.0,3.0,4.0,3.75
CSS-8619,CSS,12,2025-2026,1st Semester,Male,4,3,3,3,4,4,3,4,4,4,3,4,4,4,3,4,3,4,3,4,4,It's fine but could be more engaging,Satisfactory learning environment,Learning pace is okay but could be better,True,192.168.68.58,83.18,2.65,3,8,2,2025-06-18T15:10:03.956706,2025-06-18T15:10:03.956706,3.25,3.75,3.75,3.75,3.5
CSS-7342,CSS,12,2025-2026,1st Semester,Female,4,4,4,3,4,3,4,4,3,3,4,4,4,4,4,4,3,3,4,4,4,Some improvements needed in teaching methods,Some areas need improvement,Some areas need improvement,True,192.168.210.134,89.57,2.47,3,13,2,2025-05-17T15:10:03.956706,2025-05-17T15:10:03.956706,3.75,3.75,3.5,4.0,3.5
CSS-1568,CSS,12,2025-2026,2nd Semester,Male,2,2,2,3,2,3,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,The program meets basic expectations,Need better mental health support services,Curriculum feels outdated and irrelevant,True,192.168.129.147,66.79,0.9,2,16,4,2025-10-24T15:10:03.956706,2025-10-24T15:10:03.956706,2.25,2.25,2.25,2.5,2.25
CSS-4157,CSS,11,2025-2026,1st Semester,Prefer not to say,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,Great learning environment and helpful instructors,The curriculum could be more relevant to real-world applications,The school provides great support services,True,192.168.33.11,95.05,3.59,4,13,0,2025-10-22T15:10:03.956706,2025-10-22T15:10:03.956706,4.75,4.75,5.0,5.0,5.0
CSS-7510,CSS,12,2025-2026,1st Semester,Male,3,4,4,4,3,4,3,3,4,4,3,3,4,4,4,4,3,3,4,4,4,Learning pace is okay but could be better,"Some good points, some areas for improvement",Resources are adequate but not exceptional,True,192.168.142.84,81.91,2.62,3,8,2,2025-10-23T15:10:03.956706,2025-10-23T15:10:03.956706,3.75,3.25,3.5,4.0,3.5
CSS-3428,CSS,12,2025-2026,1st Semester,Male,3,3,3,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,Satisfactory learning environment,Need better mental health support services,Need better mental health support services,True,192.168.146.151,73.89,1.17,2,18,0,2025-08-27T15:10:03.956706,2025-08-27T15:10:03.956706,2.75,2.25,2.25,2.0,2.25
CSS-8955,CSS,12,2025-2026,2nd Semester,Male,3,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,3,3,4,4,Some improvements needed in teaching methods,Satisfactory learning environment,The program meets basic expectations,True,192.168.147.156,83.05,2.92,3,15,0,2025-05-29T15:10:03.956706,2025-05-29T15:10:03.956706,3.25,3.5,4.0,4.0,3.5
CSS-6431,CSS,12,2025-2026,1st Semester,Male,4,4,4,3,3,4,3,4,4,3,3,3,4,4,4,4,4,3,3,4,4,Learning pace is okay but could be better,"Some good points, some areas for improvement","Some good points, some areas for improvement",True,192.168.177.61,89.58,2.44,3,1,2,2025-06-15T15:10:03.956706,2025-06-15T15:10:03.956706,3.75,3.5,3.25,4.0,3.5
CSS-9054,CSS,12,2025-2026,2nd Semester,Male,2,2,2,3,2,2,3,3,2,2,2,2,2,3,3,2,2,2,2,3,2,The program meets basic expectations,Need more individual support and attention,Teaching methods need significant improvement,True,192.168.220.179,73.35,0.8,2,3,1,2025-08-31T15:10:03.956706,2025-08-31T15:10:03.956706,2.25,2.5,2.0,2.5,2.25
CSS-4463,CSS,12,2025-2026,1st Semester,Male,4,3,4,3,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,3,4,Satisfactory learning environment,Satisfactory learning environment,Resources are adequate but not exceptional,True,192.168.234.211,84.7,2.27,3,13,2,2025-06-05T15:10:03.956706,2025-06-05T15:10:03.956706,3.5,3.75,3.25,4.0,3.75
CSS-9303,CSS,11,2025-2026,1st Semester,Male,2,2,3,2,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,The program meets basic expectations,Need more individual support and attention,Not satisfied with the learning environment,True,192.168.104.35,73.48,1.71,2,16,4,2025-09-03T15:10:03.956706,2025-09-03T15:10:03.956706,2.25,2.5,2.75,3.0,3.0
CSS-6904,CSS,11,2025-2026,2nd Semester,Male,4,3,3,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,Average experience overall,Some areas need improvement,Average experience overall,True,192.168.181.51,84.91,2.58,3,8,1,2025-05-09T15:10:03.956706,2025-05-09T15:10:03.956706,3.5,3.5,3.5,4.0,3.75
CSS-3909,CSS,12,2025-2026,2nd Semester,Female,3,4,3,4,4,3,3,4,3,4,4,4,4,4,4,4,4,3,3,4,4,Some improvements needed in teaching methods,Some areas need improvement,Average experience overall,True,192.168.246.223,82.87,2.64,3,15,2,2025-08-28T15:10:03.956706,2025-08-28T15:10:03.956706,3.5,3.5,3.75,4.0,3.5
CSS-3669,CSS,12,2025-2026,1st Semester,Male,3,4,3,3,4,3,4,4,4,3,3,4,4,4,4,4,3,4,3,3,4,Learning pace is okay but could be better,Satisfactory learning environment,Some improvements needed in teaching methods,True,192.168.219.147,90.47,2.27,3,6,0,2025-09-20T15:10:03.956706,2025-09-20T15:10:03.956706,3.25,3.75,3.5,4.0,3.25
